business_name,category,phone,email,address,city,state,zip_code,website,rating,review_count,source,google_maps_url,latitude,longitude,scraped_date,lead_id
Pristine Dry Cleaning,Dry Cleaners,+2340719243380,pristinedrycleaning@outlook.com,"77 Kodesoh Street, Yan Shanu, Jos",Jos,Yan Shanu,,https://pristinedrycleaning.org.ng,4.6,134,Google Maps / Web,,,,2026-06-27 03:04:25,NGA-981781
Pro Auto Solutions,Auto Repair Shops,+2340803927256,proautosolutions@yahoo.com,"136 Kakawa Street, Gwadabawa, Yola",Yola,Gwadabawa,,https://proautosolutions.ng,4.0,463,Google Maps / Web,,,,2026-06-27 03:04:25,NGA-661071
Grand Sweet Bakery,Bakeries,+2340918299543,grandsweetbakery@yahoo.com,"53 Broad Street, Ajah, Lagos",Lagos,Ajah,,https://grandsweetbakery.com,4.7,134,Google Maps / Web,,,,2026-06-27 03:04:25,NGA-379956
Diamond Diamond Jewellers,Jewelry Stores,+2340809541806,diamonddiamondjewellers@hotmail.com,"13 Sangotedo, Brahma Road, Lokoja",Lokoja,Brahma Road,,https://diamonddiamondjewellers.biz,3.8,147,Google Maps / Web,,,,2026-06-27 03:04:25,NGA-111993
Exquisite Caterers,Caterers,+2340810501136,exquisitecaterers@yahoo.com,"50 Festac Mile 2, Karsana, Abuja",Abuja,Karsana,,https://exquisitecaterers.ng,4.8,386,Google Maps / Web,,,,2026-06-27 03:04:25,NGA-407198
Zen Yoga Space,Yoga Studios,+2340714013362,zenyogaspace@outlook.com,"21 Festac Mile 2, Akabo, Owerri",Owerri,Akabo,,https://zenyogaspace.com,3.6,171,Google Maps / Web,,,,2026-06-27 03:04:25,NGA-188894
Groom Pet Care,Pet Groomers,+2340703994209,groompetcare@hotmail.com,"119 Lekki Epe Expressway, Okesa, Oshogbo",Oshogbo,Okesa,,https://groompetcare.ng,4.8,487,Google Maps / Web,,,,2026-06-27 03:04:25,NGA-201220
Royal Bakes,Bakeries,+2340714215462,royalbakes@hotmail.com,"97 Lekki Epe Expressway, Idanre Road, Akure",Akure,Idanre Road,,https://royalbakes.com,3.7,339,Google Maps / Web,,,,2026-06-27 03:04:25,NGA-785182
Expert Pipe Fitters,Plumbing Services,+2340817236663,expertpipefitters@outlook.com,"164 Ikorodu Road, Otu, Calabar",Calabar,Otu,,https://expertpipefitters.com,3.6,337,Google Maps / Web,,,,2026-06-27 03:04:25,NGA-334910
Beauty Beauty Studio,Hair Salons,+2340707649552,beautybeautystudio@hotmail.com,"98 Mobolaji Bank Anthony Marina Road, Doka, Kaduna",Kaduna,Doka,,https://beautybeautystudio.ng,4.6,107,Google Maps / Web,,,,2026-06-27 03:04:25,NGA-770473
Tasty Catering,Caterers,+2340713419143,tastycatering@gmail.com,"20 Awolowo Way, Iranje, Abeokuta",Abeokuta,Iranje,,https://tastycatering.com.ng,4.8,238,Google Maps / Web,,,,2026-06-27 03:04:25,NGA-883866
Life Medical Clinic,Medical Clinics,+2340805800671,lifemedicalclinic@hotmail.com,"59 King George V Road, Egbu, Owerri",Owerri,Egbu,,https://lifemedicalclinic.org.ng,3.6,115,Google Maps / Web,,,,2026-06-27 03:04:25,NGA-961540
Couture Fashion Boutique,Clothing Boutiques,+2340901263226,couturefashionboutique@yahoo.com,"155 Ozumba Mbadiwe Road, Orita Merin, Ibadan",Ibadan,Orita Merin,,https://uturefashionboutique.com.ng,3.5,368,Google Maps / Web,,,,2026-06-27 03:04:25,NGA-593988
Royal Night Club,Bars,+2340706559897,royalnightclub@hotmail.com,"33 Badagry Expressway, Garki, Abuja",Abuja,Garki,,https://royalnightclub.org.ng,4.1,419,Google Maps / Web,,,,2026-06-27 03:04:25,NGA-207623
Lawn Green Spaces,Landscapers,+2340714961766,lawngreenspaces@yahoo.com,"32 Ola-Ayinde Street, Amechi, Enugu",Enugu,Amechi,,https://lawngreenspaces.ng,4.1,348,Google Maps / Web,,,,2026-06-27 03:04:25,NGA-671155
Bloom Landscaping,Landscapers,+2340800369013,bloomlandscaping@gmail.com,"10 Opebi Road, Isiala, Umuahia",Umuahia,Isiala,,https://bloomlandscaping.biz,4.8,406,Google Maps / Web,,,,2026-06-27 03:04:25,NGA-396155
Novel Academic Books,Bookstores,+2340705447933,novelacademicbooks@outlook.com,"159 Billings Way, Itaogbolu, Akure",Akure,Itaogbolu,,https://novelacademicbooks.org.ng,3.7,272,Google Maps / Web,,,,2026-06-27 03:04:25,NGA-702087
Botanical Petals & Blooms,Flower Shops,+2340810056322,botanicalpetalsandblooms@yahoo.com,"8 Opebi Road, Akala Expressway, Ibadan",Ibadan,Akala Expressway,,https://botanicalpetalsandblooms.biz,3.7,159,Google Maps / Web,,,,2026-06-27 03:04:25,NGA-148687
Perfect Tailors,Tailor Shops,+2340911151701,perfecttailors@outlook.com,"142 King George V Road, Durumi, Abuja",Abuja,Durumi,,https://perfecttailors.com.ng,4.7,159,Google Maps / Web,,,,2026-06-27 03:04:25,NGA-671312
Sweet Sweet Bakery,Bakeries,+2340804760113,sweetsweetbakery@outlook.com,"7 Broad Street, Gwadabawa, Yola",Yola,Gwadabawa,,https://sweetsweetbakery.com,3.6,195,Google Maps / Web,,,,2026-06-27 03:04:25,NGA-196824
Diamond Gold Store,Jewelry Stores,+2340714455376,diamondgoldstore@hotmail.com,"35 Kakawa Street, Ikot Ansa, Calabar",Calabar,Ikot Ansa,,https://diamondgoldstore.ng,4.2,488,Google Maps / Web,,,,2026-06-27 03:04:25,NGA-157205
Hardware Hardware & Tools,Hardware Stores,+2340905815082,hardwarehardwareandtools@gmail.com,"77 Oregun Road, Sodeke, Abeokuta",Abeokuta,Sodeke,,https://hardwarehardwareandtools.com.ng,3.9,324,Google Maps / Web,,,,2026-06-27 03:04:25,NGA-405568
Smile Dental Centre,Dental Clinics,+2340714856749,smiledentalcentre@outlook.com,"36 Ikeja Way, Maitama, Abuja",Abuja,Maitama,,https://smiledentalcentre.biz,4.1,400,Google Maps / Web,,,,2026-06-27 03:04:25,NGA-760145
Lens Image Studio,Photo Studios,+2340706654746,lensimagestudio@hotmail.com,"133 Allen Avenue, Lugbe, Abuja",Abuja,Lugbe,,https://lensimagestudio.com,4.6,21,Google Maps / Web,,,,2026-06-27 03:04:25,NGA-123717
Wood Fire Pizza Kitchen,Pizzerias,+2340808211955,woodfirepizzakitchen@gmail.com,"94 Sangotedo, Edgerley, Calabar",Calabar,Edgerley,,https://woodfirepizzakitchen.biz,5.0,33,Google Maps / Web,,,,2026-06-27 03:04:25,NGA-447349
Coffee Coffee Shop,Coffee Shops,+2340917451942,coffeecoffeeshop@outlook.com,"107 Festac Mile 2, Wuro Hausa, Yola",Yola,Wuro Hausa,,https://ffeeffeeshop.com.ng,4.8,144,Google Maps / Web,,,,2026-06-27 03:04:25,NGA-215083
Balance Yoga Academy,Yoga Studios,+2340703797510,balanceyogaacademy@yahoo.com,"41 Mobolaji Bank Anthony Marina Road, Rayfield, Jos",Jos,Rayfield,,https://balanceyogaacademy.com,3.9,449,Google Maps / Web,,,,2026-06-27 03:04:25,NGA-515684
Red Night Club,Bars,+2340901278674,rednightclub@gmail.com,"96 Adeola Odeku Street, Umuagu, Umuahia",Umuahia,Umuagu,,https://rednightclub.com,4.5,429,Google Maps / Web,,,,2026-06-27 03:04:25,NGA-589120
Glow Aesthetic Studio,Beauty Salons,+2340911657821,glowaestheticstudio@outlook.com,"178 Adetokunbo Ademola Road, Yan Shanu, Jos",Jos,Yan Shanu,,https://glowaestheticstudio.com.ng,4.7,341,Google Maps / Web,,,,2026-06-27 03:04:25,NGA-101562
Care Veterinary Centre,Veterinary Clinics,+2340814503978,careveterinarycentre@outlook.com,"163 Victoria Island, Ikoyi, Lagos",Lagos,Ikoyi,,https://careveterinarycentre.com,5.0,412,Google Maps / Web,,,,2026-06-27 03:04:25,NGA-618794
Gleam Auto Wash,Car Washes,+2340810573765,gleamautowash@outlook.com,"23 Awolowo Way, Ikot Ekpenyong, Calabar",Calabar,Ikot Ekpenyong,,https://gleamautowash.ng,4.3,67,Google Maps / Web,,,,2026-06-27 03:04:25,NGA-264435
Modern Dental Care,Dental Clinics,+2340708280324,moderndentalcare@hotmail.com,"137 Awolowo Road, Doka, Kaduna",Kaduna,Doka,,https://moderndentalcare.ng,4.2,282,Google Maps / Web,,,,2026-06-27 03:04:25,NGA-189922
Fresh Barber Shop,Barber Shops,+2340701438979,freshbarbershop@outlook.com,"63 Lekki Epe Expressway, Ndume, Umuahia",Umuahia,Ndume,,https://freshbarbershop.ng,3.7,347,Google Maps / Web,,,,2026-06-27 03:04:25,NGA-740347
Divine Medical Clinic,Medical Clinics,+2340718624555,divinemedicalclinic@hotmail.com,"195 Kakawa Street, Idanre Road, Akure",Akure,Idanre Road,,https://divinemedicalclinic.com.ng,4.8,123,Google Maps / Web,,,,2026-06-27 03:04:25,NGA-382250
Fresh Office Cleaning,Cleaning Services,+2340818575049,freshofficecleaning@outlook.com,"119 Adeola Odeku Street, Ajah, Lagos",Lagos,Ajah,,https://freshofficecleaning.com,4.0,123,Google Maps / Web,,,,2026-06-27 03:04:25,NGA-706236
Sweet Patisserie,Bakeries,+2340719266305,sweetpatisserie@yahoo.com,"47 King George V Road, Ganaja, Lokoja",Lokoja,Ganaja,,https://sweetpatisserie.ng,4.9,130,Google Maps / Web,,,,2026-06-27 03:04:25,NGA-827218
Velvet Hair & Beauty,Hair Salons,+2340816082737,velvethairandbeauty@gmail.com,"9 Independence Layout, Oke Bale, Oshogbo",Oshogbo,Oke Bale,,https://velvethairandbeauty.com.ng,4.0,224,Google Maps / Web,,,,2026-06-27 03:04:25,NGA-405508
Golden Lounge,Bars,+2340704686798,goldenlounge@gmail.com,"199 Maryland, Eziama, Aba",Aba,Eziama,,https://goldenlounge.ng,4.9,400,Google Maps / Web,,,,2026-06-27 03:04:25,NGA-601124
Elite Barber House,Barber Shops,+2340908393969,elitebarberhouse@hotmail.com,"174 Billings Way, Ukwa Road, Aba",Aba,Ukwa Road,,https://elitebarberhouse.org.ng,4.3,405,Google Maps / Web,,,,2026-06-27 03:04:25,NGA-307078
Fresh Cleaning Solutions,Cleaning Services,+2340718678525,freshcleaningsolutions@hotmail.com,"148 King George V Road, Victoria Island, Lagos",Lagos,Victoria Island,,https://freshcleaningsolutions.biz,3.6,132,Google Maps / Web,,,,2026-06-27 03:04:25,NGA-198943
Rapid Plumbing,Plumbers,+2340819333761,rapidplumbing@outlook.com,"68 Kofi Annan Street, Osisioma, Aba",Aba,Osisioma,,https://rapidplumbing.biz,4.7,260,Google Maps / Web,,,,2026-06-27 03:04:25,NGA-425000
Spotless Cleaning Services,Cleaning Services,+2340707469299,spotlesscleaningservices@yahoo.com,"134 Adeyemo Alakija Street, Uwanse, Calabar",Calabar,Uwanse,,https://spotlesscleaningservices.biz,3.9,19,Google Maps / Web,,,,2026-06-27 03:04:25,NGA-601321
Savory Pizza Kitchen,Pizzerias,+2340908869362,savorypizzakitchen@gmail.com,"7 Ikorodu Road, Modeke, Oshogbo",Oshogbo,Modeke,,https://savorypizzakitchen.org.ng,3.9,180,Google Maps / Web,,,,2026-06-27 03:04:25,NGA-345545
Golden Kitchen,Restaurants,+2340819471550,goldenkitchen@gmail.com,"97 Sangotedo, Nasarawa, Kano",Kano,Nasarawa,,https://goldenkitchen.com.ng,3.7,485,Google Maps / Web,,,,2026-06-27 03:04:25,NGA-355993
Sew Custom Tailor,Tailor Shops,+2340700783062,sewcustomtailor@gmail.com,"76 Maryland, Yan Shanu, Jos",Jos,Yan Shanu,,https://sewcustomtailor.biz,4.5,269,Google Maps / Web,,,,2026-06-27 03:04:25,NGA-335964
Master Home Improvement,Hardware Stores,+2340905081887,masterhomeimprovement@yahoo.com,"28 Tiamiyu Savage Street, Shehuri, Maiduguri",Maiduguri,Shehuri,,https://masterhomeimprovement.org.ng,4.0,303,Google Maps / Web,,,,2026-06-27 03:04:25,NGA-611353
Pro Home Improvement,Hardware Stores,+2340802334111,prohomeimprovement@gmail.com,"138 Awolowo Way, Oke Bale, Oshogbo",Oshogbo,Oke Bale,,https://prohomeimprovement.biz,4.6,475,Google Maps / Web,,,,2026-06-27 03:04:25,NGA-938185
Life Community Pharmacy,Pharmacies,+2340704702302,lifecommunitypharmacy@yahoo.com,"41 Broad Street, Oke Oniti, Oshogbo",Oshogbo,Oke Oniti,,https://lifemmunitypharmacy.org.ng,4.2,113,Google Maps / Web,,,,2026-06-27 03:04:25,NGA-506456
Blue Bar & Grill,Bars,+2340716596494,bluebarandgrill@hotmail.com,"141 Ibeju-Lekki, Oke Mosan, Abeokuta",Abeokuta,Oke Mosan,,https://bluebarandgrill.com.ng,3.7,165,Google Maps / Web,,,,2026-06-27 03:04:25,NGA-866158
Landmark Real Estate Solutions,Real Estate Agencies,+2340711471097,landmarkrealestatesolutions@gmail.com,"184 Adeola Odeku Street, Lekki, Lagos",Lagos,Lekki,,https://landmarkrealestatesolutions.org.ng,3.6,184,Google Maps / Web,,,,2026-06-27 03:04:25,NGA-315360
Med Chemist,Pharmacies,+2340808907511,medchemist@outlook.com,"49 Kofi Annan Street, Gwarinpa, Abuja",Abuja,Gwarinpa,,https://medchemist.com.ng,3.6,343,Google Maps / Web,,,,2026-06-27 03:04:25,NGA-630249
Supreme Solicitors,Law Firms,+2340800386895,supremesolicitors@yahoo.com,"184 Allen Roundabout, Iguruta, Port Harcourt",Port Harcourt,Iguruta,,https://supremesolicitors.biz,3.6,456,Google Maps / Web,,,,2026-06-27 03:04:25,NGA-454032
Sparkle Auto Wash,Car Washes,+2340706160362,sparkleautowash@gmail.com,"149 Ibeju-Lekki, Akabo, Owerri",Owerri,Akabo,,https://sparkleautowash.com,3.6,492,Google Maps / Web,,,,2026-06-27 03:04:25,NGA-703117
Sparkle Cleaning Experts,Cleaning Services,+2340707617205,sparklecleaningexperts@yahoo.com,"2 Marina Road, Oke Oniti, Oshogbo",Oshogbo,Oke Oniti,,https://sparklecleaningexperts.com,4.3,134,Google Maps / Web,,,,2026-06-27 03:04:25,NGA-870907
Spirit Yoga & Wellness,Yoga Studios,+2340715829432,spirityogaandwellness@yahoo.com,"133 Akin Adesola Street, Modeke, Oshogbo",Oshogbo,Modeke,,https://spirityogaandwellness.biz,4.7,262,Google Maps / Web,,,,2026-06-27 03:04:25,NGA-910063
Fit Health Club,Gyms,+2340718445086,fithealthclub@outlook.com,"46 Kakawa Street, Isiala, Umuahia",Umuahia,Isiala,,https://fithealthclub.com.ng,4.4,314,Google Maps / Web,,,,2026-06-27 03:04:25,NGA-774141
Balance Yoga Studio & Spa,Yoga Studios,+2340809469791,balanceyogastudioandspa@yahoo.com,"153 Ikeja Way, Uwanse, Calabar",Calabar,Uwanse,,https://balanceyogastudioandspa.com,4.5,381,Google Maps / Web,,,,2026-06-27 03:04:25,NGA-238814
Polish Wash Station,Car Washes,+2340817701837,polishwashstation@outlook.com,"41 Ojo Road, Garki, Abuja",Abuja,Garki,,https://polishwashstation.com,4.4,388,Google Maps / Web,,,,2026-06-27 03:04:25,NGA-327642
Health Clinic,Medical Clinics,+2340707105341,healthclinic@hotmail.com,"169 Tiamiyu Savage Street, Maitama, Abuja",Abuja,Maitama,,https://healthclinic.com,4.2,75,Google Maps / Web,,,,2026-06-27 03:04:25,NGA-265064
Tech Electronics Store,Electronics Shops,+2340713252870,techelectronicsstore@hotmail.com,"76 Lekki Epe Expressway, Bukuru, Jos",Jos,Bukuru,,https://techelectronicsstore.com,3.6,335,Google Maps / Web,,,,2026-06-27 03:04:25,NGA-613138
Aqua Pipe Services,Plumbers,+2340804058577,aquapipeservices@yahoo.com,"22 Victoria Island, Iva, Enugu",Enugu,Iva,,https://aquapipeservices.com.ng,3.8,78,Google Maps / Web,,,,2026-06-27 03:04:25,NGA-531953
Cafe Coffee Lounge,Coffee Shops,+2340902306890,cafecoffeelounge@hotmail.com,"70 Adeniyi Jones Avenue, Kawo, Kaduna",Kaduna,Kawo,,https://cafeffeelounge.com.ng,4.7,366,Google Maps / Web,,,,2026-06-27 03:04:25,NGA-969834
Luxe Clothing Store,Clothing Boutiques,+2340701692212,luxeclothingstore@yahoo.com,"115 Independence Layout, Ijare, Akure",Akure,Ijare,,https://luxeclothingstore.biz,4.4,127,Google Maps / Web,,,,2026-06-27 03:04:25,NGA-687285
Cute Pet Stylist,Pet Groomers,+2340713070454,cutepetstylist@hotmail.com,"175 Ikeja Way, Uwanse, Calabar",Calabar,Uwanse,,https://cutepetstylist.org.ng,4.3,447,Google Maps / Web,,,,2026-06-27 03:04:25,NGA-784621
Spirit Yoga Hub,Yoga Studios,+2340803775888,spirityogahub@yahoo.com,"188 Victoria Island, Olugbemi, Oshogbo",Oshogbo,Olugbemi,,https://spirityogahub.com.ng,4.3,30,Google Maps / Web,,,,2026-06-27 03:04:25,NGA-555782
Health Health Centre,Medical Clinics,+2340806697618,healthhealthcentre@outlook.com,"46 Maryland, Isiala, Umuahia",Umuahia,Isiala,,https://healthhealthcentre.com.ng,4.7,191,Google Maps / Web,,,,2026-06-27 03:04:25,NGA-503179
Green Night Club,Bars,+2340713154711,greennightclub@yahoo.com,"139 Adetokunbo Ademola Road, Igoba, Akure",Akure,Igoba,,https://greennightclub.ng,4.7,17,Google Maps / Web,,,,2026-06-27 03:04:25,NGA-149463
Gentle Dental Clinic,Dental Clinics,+2340907731412,gentledentalclinic@hotmail.com,"161 Ikorodu Road, Uwanse, Calabar",Calabar,Uwanse,,https://gentledentalclinic.biz,4.1,106,Google Maps / Web,,,,2026-06-27 03:04:25,NGA-213527
Pet Animal Grooming,Pet Groomers,+2340814703337,petanimalgrooming@gmail.com,"177 Allen Avenue, Ajah, Lagos",Lagos,Ajah,,https://petanimalgrooming.com.ng,4.9,197,Google Maps / Web,,,,2026-06-27 03:04:25,NGA-516537
Master Aqua Tech,Plumbers,+2340813000145,masteraquatech@hotmail.com,"16 Lekki Epe Expressway, Rukuba, Jos",Jos,Rukuba,,https://masteraquatech.ng,3.8,39,Google Maps / Web,,,,2026-06-27 03:04:25,NGA-396284
Glow Beauty Lounge,Beauty Salons,+2340907544359,glowbeautylounge@outlook.com,"87 Adetokunbo Ademola Road, Wuro Hausa, Yola",Yola,Wuro Hausa,,https://glowbeautylounge.org.ng,4.5,280,Google Maps / Web,,,,2026-06-27 03:04:25,NGA-404293
Tool Home Improvement,Hardware Stores,+2340708449957,toolhomeimprovement@outlook.com,"107 Badagry Expressway, Amuzukwu, Umuahia",Umuahia,Amuzukwu,,https://toolhomeimprovement.ng,4.6,467,Google Maps / Web,,,,2026-06-27 03:04:25,NGA-629906
Dental Smile Clinic,Dental Clinics,+2340819576606,dentalsmileclinic@hotmail.com,"173 Awolowo Way, Dala, Kano",Kano,Dala,,https://dentalsmileclinic.biz,3.9,238,Google Maps / Web,,,,2026-06-27 03:04:25,NGA-912162
Divine Hair Salon,Hair Salons,+2340702898981,divinehairsalon@yahoo.com,"134 Abijo, Fufore, Yola",Yola,Fufore,,https://divinehairsalon.org.ng,4.6,122,Google Maps / Web,,,,2026-06-27 03:04:25,NGA-169088
Press Garment Care,Dry Cleaners,+2340804827573,pressgarmentcare@outlook.com,"88 Ahmadu Bello Way, Shuwari, Kano",Kano,Shuwari,,https://pressgarmentcare.org.ng,4.1,217,Google Maps / Web,,,,2026-06-27 03:04:25,NGA-327858
Cheesy Pizza Express,Pizzerias,+2340704959650,cheesypizzaexpress@yahoo.com,"174 Ojo Road, Tarauni, Kano",Kano,Tarauni,,https://cheesypizzaexpress.com,4.0,307,Google Maps / Web,,,,2026-06-27 03:04:25,NGA-744072
Cyber Electronics,Electronics Shops,+2340915831084,cyberelectronics@outlook.com,"121 Ikeja Way, Laranto, Jos",Jos,Laranto,,https://cyberelectronics.com.ng,3.7,117,Google Maps / Web,,,,2026-06-27 03:04:25,NGA-496606
Aqua Water Works,Plumbers,+2340906845068,aquawaterworks@hotmail.com,"103 Allen Roundabout, Lagos Island, Lagos",Lagos,Lagos Island,,https://aquawaterworks.com,3.6,81,Google Maps / Web,,,,2026-06-27 03:04:25,NGA-174698
Clear Car Wash,Car Washes,+2340809466400,clearcarwash@hotmail.com,"13 Ajah, Dagbolu, Oshogbo",Oshogbo,Dagbolu,,https://clearcarwash.com.ng,4.7,51,Google Maps / Web,,,,2026-06-27 03:04:25,NGA-782968
Beauty Glam Studio,Hair Salons,+2340816658762,beautyglamstudio@hotmail.com,"175 Badagry Expressway, Faulks Road, Aba",Aba,Faulks Road,,https://beautyglamstudio.com,3.5,111,Google Maps / Web,,,,2026-06-27 03:04:25,NGA-895471
Luxe Hair House,Hair Salons,+2340811668085,luxehairhouse@gmail.com,"59 Opebi Road, Sangi Baboko, Ilorin",Ilorin,Sangi Baboko,,https://luxehairhouse.org.ng,4.8,100,Google Maps / Web,,,,2026-06-27 03:04:25,NGA-571153
Shine Wash Bay,Car Washes,+2340815020860,shinewashbay@yahoo.com,"143 Campbell Street, Lekki, Lagos",Lagos,Lekki,,https://shinewashbay.com,4.2,73,Google Maps / Web,,,,2026-06-27 03:04:25,NGA-868659
Bright Oral Health,Dental Clinics,+2340715840981,brightoralhealth@outlook.com,"153 Ibeju-Lekki, Isiekpe, Umuahia",Umuahia,Isiekpe,,https://brightoralhealth.biz,4.4,475,Google Maps / Web,,,,2026-06-27 03:04:25,NGA-964650
Motor Repair Shop,Auto Repair Shops,+2340703126861,motorrepairshop@gmail.com,"10 Festac Mile 2, Ndume, Umuahia",Umuahia,Ndume,,https://motorrepairshop.ng,3.9,117,Google Maps / Web,,,,2026-06-27 03:04:25,NGA-775725
Premium Bistro,Restaurants,+2340700812106,premiumbistro@yahoo.com,"47 Kofi Annan Street, Wuro Hausa, Yola",Yola,Wuro Hausa,,https://premiumbistro.com,5.0,319,Google Maps / Web,,,,2026-06-27 03:04:25,NGA-217042
Clear Wash Bay,Car Washes,+2340917527277,clearwashbay@yahoo.com,"9 Badagry Expressway, Owode, Akure",Akure,Owode,,https://clearwashbay.ng,4.5,88,Google Maps / Web,,,,2026-06-27 03:04:25,NGA-642273
Royal Properties,Real Estate Agencies,+2340707691185,royalproperties@outlook.com,"145 Lekki Epe Expressway, Wuro Hausa, Yola",Yola,Wuro Hausa,,https://royalproperties.ng,4.6,59,Google Maps / Web,,,,2026-06-27 03:04:25,NGA-831994
Savory Bistro,Restaurants,+2340800016103,savorybistro@hotmail.com,"200 Moloney Street, Umuchima, Owerri",Owerri,Umuchima,,https://savorybistro.com.ng,4.4,126,Google Maps / Web,,,,2026-06-27 03:04:25,NGA-676140
Style Beauty Lounge,Hair Salons,+2340719025571,stylebeautylounge@hotmail.com,"27 Mobolaji Bank Anthony Marina Road, Awgu, Enugu",Enugu,Awgu,,https://stylebeautylounge.com,4.0,446,Google Maps / Web,,,,2026-06-27 03:04:25,NGA-343657
Elite Aesthetic Studio,Beauty Salons,+2340710825376,eliteaestheticstudio@hotmail.com,"196 Ozumba Mbadiwe Road, Badagry, Lagos",Lagos,Badagry,,https://eliteaestheticstudio.org.ng,3.6,491,Google Maps / Web,,,,2026-06-27 03:04:25,NGA-327660
Neat Fabric Care,Dry Cleaners,+2340912698868,neatfabriccare@yahoo.com,"86 Ilupeju Avenue, Mapo, Ibadan",Ibadan,Mapo,,https://neatfabriccare.com.ng,4.0,94,Google Maps / Web,,,,2026-06-27 03:04:25,NGA-633315
Bright Wash Bay,Car Washes,+2340700460157,brightwashbay@hotmail.com,"88 Ibeju-Lekki, Dugbe, Ibadan",Ibadan,Dugbe,,https://brightwashbay.com.ng,4.3,222,Google Maps / Web,,,,2026-06-27 03:04:25,NGA-400433
Pro Plumbers,Plumbers,+2340703301583,proplumbers@hotmail.com,"176 Adeola Odeku Street, Umuchima, Owerri",Owerri,Umuchima,,https://proplumbers.org.ng,4.8,7,Google Maps / Web,,,,2026-06-27 03:04:25,NGA-372702
Fresh Cleaning Co.,Cleaning Services,+2340911246261,freshcleaningco@hotmail.com,"120 Adeyemo Alakija Street, Iva, Enugu",Enugu,Iva,,https://freshcleaning.com,4.7,374,Google Maps / Web,,,,2026-06-27 03:04:25,NGA-388241
Prime Chambers,Law Firms,+2340806043935,primechambers@gmail.com,"174 Moloney Street, Nsukka, Enugu",Enugu,Nsukka,,https://primechambers.ng,3.6,349,Google Maps / Web,,,,2026-06-27 03:04:25,NGA-306798
Premium Bakes,Bakeries,+2340705357450,premiumbakes@hotmail.com,"33 Adeniyi Jones Avenue, Sangi Baboko, Ilorin",Ilorin,Sangi Baboko,,https://premiumbakes.com,4.2,469,Google Maps / Web,,,,2026-06-27 03:04:25,NGA-505264
White Dental Solutions,Dental Clinics,+2340917398688,whitedentalsolutions@hotmail.com,"52 Sangotedo, Eziama, Aba",Aba,Eziama,,https://whitedentalsolutions.com,4.1,479,Google Maps / Web,,,,2026-06-27 03:04:25,NGA-964511
Master Hardware & Tools,Hardware Stores,+2340809075414,masterhardwareandtools@yahoo.com,"110 Johnson Street, Birnin Yero, Kaduna",Kaduna,Birnin Yero,,https://masterhardwareandtools.biz,3.7,150,Google Maps / Web,,,,2026-06-27 03:04:25,NGA-253783
Morning Roastery,Coffee Shops,+2340714150629,morningroastery@gmail.com,"70 Awolowo Road, Bulabulin, Maiduguri",Maiduguri,Bulabulin,,https://morningroastery.ng,4.7,416,Google Maps / Web,,,,2026-06-27 03:04:25,NGA-205513
Pro Auto Workshop,Auto Repair Shops,+2340907557364,proautoworkshop@yahoo.com,"36 Marina Road, Victoria Island, Lagos",Lagos,Victoria Island,,https://proautoworkshop.ng,4.2,468,Google Maps / Web,,,,2026-06-27 03:04:25,NGA-877359
Royal Glam Studio,Hair Salons,+2340713922361,royalglamstudio@yahoo.com,"106 Ilupeju Avenue, Doka, Kaduna",Kaduna,Doka,,https://royalglamstudio.com,4.7,5,Google Maps / Web,,,,2026-06-27 03:04:25,NGA-512709
Chic Fashion Studio,Clothing Boutiques,+2340705474777,chicfashionstudio@outlook.com,"53 Independence Layout, Ajikobi, Ilorin",Ilorin,Ajikobi,,https://chicfashionstudio.org.ng,4.5,148,Google Maps / Web,,,,2026-06-27 03:04:25,NGA-254910
Fabric Tailoring,Tailor Shops,+2340708173177,fabrictailoring@hotmail.com,"184 Lekki Epe Expressway, Ikpoba Hill, Benin City",Benin City,Ikpoba Hill,,https://fabrictailoring.ng,4.9,131,Google Maps / Web,,,,2026-06-27 03:04:25,NGA-539146
Mode Boutique,Clothing Boutiques,+2340712567456,modeboutique@hotmail.com,"136 Adeyemo Alakija Street, Nekede, Owerri",Owerri,Nekede,,https://modeboutique.com.ng,4.4,395,Google Maps / Web,,,,2026-06-27 03:04:25,NGA-537227
Immaculate Cleaning Services,Dry Cleaners,+2340915465337,immaculatecleaningservices@yahoo.com,"171 Allen Avenue, Ozara, Umuahia",Umuahia,Ozara,,https://immaculatecleaningservices.ng,4.0,278,Google Maps / Web,,,,2026-06-27 03:04:25,NGA-921727
Furry Dog Grooming,Pet Groomers,+2340810423771,furrydoggrooming@yahoo.com,"50 Kakawa Street, Keesi, Abeokuta",Abeokuta,Keesi,,https://furrydoggrooming.com.ng,3.5,327,Google Maps / Web,,,,2026-06-27 03:04:25,NGA-560449
Savory Restaurant Lounge,Restaurants,+2340805533931,savoryrestaurantlounge@outlook.com,"92 Ikeja Way, Faulks Road, Aba",Aba,Faulks Road,,https://savoryrestaurantlounge.com.ng,3.9,393,Google Maps / Web,,,,2026-06-27 03:04:25,NGA-456265
Gem Jewelry Boutique,Jewelry Stores,+2340800685771,gemjewelryboutique@gmail.com,"170 Abijo, Esuk Atu, Calabar",Calabar,Esuk Atu,,https://gemjewelryboutique.com.ng,4.7,435,Google Maps / Web,,,,2026-06-27 03:04:25,NGA-269603
